Customer ID,Document Type,Document ID,Reference,Document Date,Due Date,Payment Date,Arrear Days,Amount,Currency,Dispute,Dispute Date,Dispute Reason,Dispute Resolution Date,Dispute Resolution Time
10023,Invoice,1001608,1001608,10-01-2024,09-02-2024,02-02-2024,-7,1915.2,EUR,No,,,,
10023,Invoice,1001592,1001592,18-01-2024,17-02-2024,10-02-2024,-7,9638.84,EUR,No,,,,
10023,Invoice,1001584,1001584,21-01-2024,20-02-2024,17-02-2024,-3,9695.11,EUR,No,,,,
10023,Invoice,1001590,1001590,31-01-2024,01-03-2024,23-02-2024,-7,2201.02,EUR,No,,,,
10023,Invoice,1001583,1001583,15-03-2024,14-04-2024,09-04-2024,-5,6632.6,EUR,No,,,,
10023,Invoice,1001573,1001573,05-04-2024,05-05-2024,29-04-2024,-6,7831.98,EUR,No,,,,
10023,Invoice,1001576,1001576,16-04-2024,16-05-2024,14-05-2024,-2,9299.42,EUR,No,,,,
10023,Invoice,1001606,1001606,05-06-2024,05-07-2024,23-06-2024,-12,4998.97,EUR,No,,,,
10023,Invoice,1001612,1001612,24-06-2024,24-07-2024,22-07-2024,-2,8915.03,EUR,No,,,,
10023,Invoice,1001605,1001605,10-07-2024,09-08-2024,27-07-2024,-13,8754.89,EUR,No,,,,
10023,Invoice,1001599,1001599,17-07-2024,16-08-2024,25-08-2024,9,9750.43,EUR,Yes,28-07-2024,Billing,24-08-2024,27
10023,Invoice,1001588,1001588,23-07-2024,22-08-2024,13-08-2024,-9,7183.56,EUR,No,,,,
10023,Invoice,1001580,1001580,24-07-2024,23-08-2024,19-08-2024,-4,1848.74,EUR,No,,,,
10023,Invoice,1001579,1001579,27-08-2024,26-09-2024,11-09-2024,-15,8828.7,EUR,No,,,,
10023,Invoice,1001589,1001589,30-08-2024,29-09-2024,25-09-2024,-4,6501.5,EUR,No,,,,
10023,Invoice,1001581,1001581,14-11-2024,14-12-2024,01-12-2024,-13,6769.12,EUR,No,,,,
10023,Invoice,1001597,1001597,30-11-2024,30-12-2024,21-12-2024,-9,3539.18,EUR,No,,,,
10023,Invoice,1001602,1001602,08-12-2024,07-01-2025,24-01-2025,17,1073.84,EUR,Yes,30-12-2024,Delivery,20-01-2025,21
10023,Invoice,1001575,1001575,09-12-2024,08-01-2025,27-12-2024,-12,8504.09,EUR,No,,,,
10023,Invoice,1001604,1001604,22-12-2024,21-01-2025,21-01-2025,0,5188.17,EUR,No,,,,
10023,Invoice,1001577,1001577,29-12-2024,28-01-2025,19-01-2025,-9,6022.1,EUR,No,,,,
10024,Invoice,1001699,1001699,02-01-2023,03-03-2023,17-02-2023,-14,4259.2,EUR,No,,,,
10024,Invoice,1001629,1001629,07-01-2023,08-03-2023,27-02-2023,-9,5509.43,EUR,No,,,,
10024,Invoice,1001662,1001662,12-01-2023,13-03-2023,26-02-2023,-15,7444.99,EUR,No,,,,
10024,Invoice,1001650,1001650,28-01-2023,29-03-2023,14-03-2023,-15,8487.06,EUR,No,,,,
10024,Invoice,1001621,1001621,05-02-2023,06-04-2023,10-05-2023,34,3422.17,EUR,No,,,,
10024,Invoice,1001664,1001664,11-02-2023,12-04-2023,10-04-2023,-2,4190.66,EUR,Yes,22-02-2023,Product Defect,05-04-2023,42
10024,Invoice,1001686,1001686,24-02-2023,25-04-2023,12-04-2023,-13,8549.65,EUR,No,,,,
10024,Invoice,1001683,1001683,06-03-2023,05-05-2023,02-05-2023,-3,2264.83,EUR,No,,,,
10024,Invoice,1001702,1001702,23-03-2023,22-05-2023,08-05-2023,-14,5213.34,EUR,No,,,,
10024,Invoice,1001687,1001687,30-03-2023,29-05-2023,24-05-2023,-5,2500.4,EUR,No,,,,
10024,Invoice,1001682,1001682,04-04-2023,03-06-2023,31-05-2023,-3,9619.3,EUR,No,,,,
10024,Invoice,1001667,1001667,20-04-2023,19-06-2023,15-06-2023,-4,2424.26,EUR,No,,,,
10024,Invoice,1001701,1001701,20-04-2023,19-06-2023,14-07-2023,25,4364.59,EUR,No,,,,
10024,Invoice,1001679,1001679,28-04-2023,27-06-2023,12-09-2023,77,9909.4,EUR,Yes,01-06-2023,Delivery,08-09-2023,99
10024,Invoice,1001637,1001637,03-06-2023,02-08-2023,10-09-2023,39,2120.85,EUR,No,,,,
10024,Invoice,1001653,1001653,06-06-2023,05-08-2023,23-07-2023,-13,856.93,EUR,No,,,,
10024,Invoice,1001643,1001643,08-06-2023,07-08-2023,06-10-2023,60,2073.53,EUR,No,,,,
10024,Invoice,1001680,1001680,21-06-2023,20-08-2023,03-10-2023,44,1703.81,EUR,Yes,09-07-2023,Delivery,28-09-2023,81
10024,Invoice,1001705,1001705,21-06-2023,20-08-2023,19-08-2023,-1,5560.31,EUR,Yes,03-08-2023,Billing,15-08-2023,12
10024,Invoice,1001668,1001668,03-07-2023,01-09-2023,23-08-2023,-9,9394.67,EUR,Yes,31-07-2023,Billing,21-08-2023,21
10024,Invoice,1001614,1001614,13-07-2023,11-09-2023,16-09-2023,5,6030.78,EUR,Yes,07-09-2023,Product Defect,15-09-2023,8
10024,Invoice,1001646,1001646,20-07-2023,18-09-2023,03-09-2023,-15,7300.12,EUR,No,,,,
10024,Invoice,1001670,1001670,23-07-2023,21-09-2023,11-09-2023,-10,7239.22,EUR,Yes,01-08-2023,Delivery,07-09-2023,37
10024,Invoice,1001625,1001625,29-07-2023,27-09-2023,20-09-2023,-7,4247.31,EUR,No,,,,
10024,Invoice,1001684,1001684,29-07-2023,27-09-2023,20-09-2023,-7,5077.51,EUR,No,,,,
10024,Invoice,1001681,1001681,02-08-2023,01-10-2023,03-12-2023,63,6584.61,EUR,Yes,22-09-2023,Product Defect,30-11-2023,69
10024,Invoice,1001659,1001659,09-08-2023,08-10-2023,24-09-2023,-14,6402.41,EUR,No,,,,
10024,Invoice,1001649,1001649,10-08-2023,09-10-2023,28-11-2023,50,1704.37,EUR,No,,,,
10024,Invoice,1001688,1001688,14-08-2023,13-10-2023,06-10-2023,-7,9042.49,EUR,No,,,,
10024,Invoice,1001661,1001661,20-08-2023,19-10-2023,19-10-2023,0,9763.55,EUR,No,,,,
10024,Invoice,1001657,1001657,01-09-2023,31-10-2023,18-10-2023,-13,3963.02,EUR,No,,,,
10024,Invoice,1001669,1001669,04-09-2023,03-11-2023,29-10-2023,-5,6772.51,EUR,No,,,,
10024,Invoice,1001652,1001652,05-09-2023,04-11-2023,29-10-2023,-6,2726.7,EUR,No,,,,
10024,Invoice,1001640,1001640,15-09-2023,14-11-2023,19-11-2023,5,6835.35,EUR,Yes,24-10-2023,Billing,18-11-2023,25
10024,Invoice,1001672,1001672,23-09-2023,22-11-2023,07-11-2023,-15,424.1,EUR,No,,,,
10024,Invoice,1001685,1001685,30-09-2023,29-11-2023,29-11-2023,0,8424.12,EUR,No,,,,
10024,Invoice,1001694,1001694,30-09-2023,29-11-2023,26-11-2023,-3,4983.3,EUR,No,,,,
10024,Invoice,1001642,1001642,12-10-2023,11-12-2023,07-12-2023,-4,3844.04,EUR,No,,,,
10024,Invoice,1001671,1001671,27-10-2023,26-12-2023,17-02-2024,53,3869.83,EUR,Yes,12-11-2023,Product Defect,12-02-2024,92
10024,Invoice,1001648,1001648,01-11-2023,31-12-2023,31-12-2023,0,3841.03,EUR,No,,,,
10024,Invoice,1001656,1001656,09-11-2023,08-01-2024,04-01-2024,-4,6318.24,EUR,No,,,,
10024,Invoice,1001636,1001636,11-11-2023,10-01-2024,29-12-2023,-12,1333.22,EUR,No,,,,
10024,Invoice,1001633,1001633,29-11-2023,28-01-2024,27-01-2024,-1,1978.11,EUR,No,,,,
10024,Credit Note,1006473,1001681,30-11-2023,30-11-2023,30-11-2023,0,-6584.61,EUR,No,,,,
10024,Invoice,1001626,1001626,10-12-2023,08-02-2024,26-01-2024,-13,6062.86,EUR,No,,,,
10024,Invoice,1001644,1001644,18-12-2023,16-02-2024,16-02-2024,0,9274.9,EUR,No,,,,
10024,Invoice,1001654,1001654,21-12-2023,19-02-2024,14-02-2024,-5,6699.13,EUR,No,,,,
10024,Invoice,1001622,1001622,23-12-2023,21-02-2024,17-02-2024,-4,9810.73,EUR,No,,,,
10024,Invoice,1001615,1001615,24-12-2023,22-02-2024,17-02-2024,-5,1467.63,EUR,No,,,,
10024,Invoice,1001666,1001666,25-12-2023,23-02-2024,11-02-2024,-12,4525.54,EUR,No,,,,
10024,Invoice,1001635,1001635,29-12-2023,27-02-2024,13-03-2024,15,2067.65,EUR,Yes,02-02-2024,Delivery,09-03-2024,36
10024,Invoice,1001613,1001613,31-12-2023,29-02-2024,16-02-2024,-13,4392.81,EUR,No,,,,
10024,Invoice,1001624,1001624,06-01-2024,06-03-2024,02-03-2024,-4,3398.83,EUR,No,,,,
10024,Invoice,1001647,1001647,14-01-2024,14-03-2024,03-04-2024,20,7678.41,EUR,Yes,01-02-2024,Product Defect,29-03-2024,57
10024,Invoice,1001698,1001698,21-01-2024,21-03-2024,21-03-2024,0,5744.35,EUR,No,,,,
10024,Invoice,1001641,1001641,26-01-2024,26-03-2024,23-03-2024,-3,8900.53,EUR,No,,,,
10024,Invoice,1001693,1001693,04-02-2024,04-04-2024,31-03-2024,-4,2046.04,EUR,No,,,,
10024,Credit Note,1006471,1001671,12-02-2024,12-02-2024,12-02-2024,0,-3869.83,EUR,No,,,,
10024,Invoice,1001617,1001617,23-02-2024,23-04-2024,22-04-2024,-1,6586.81,EUR,No,,,,
10024,Invoice,1001678,1001678,29-02-2024,29-04-2024,20-06-2024,52,9877.61,EUR,Yes,30-03-2024,Product Defect,17-06-2024,79
10024,Invoice,1001630,1001630,14-03-2024,13-05-2024,07-05-2024,-6,7076.65,EUR,No,,,,
10024,Invoice,1001651,1001651,21-03-2024,20-05-2024,11-05-2024,-9,232.62,EUR,No,,,,
10024,Invoice,1001655,1001655,25-03-2024,24-05-2024,10-05-2024,-14,6278.44,EUR,No,,,,
10024,Invoice,1001639,1001639,03-04-2024,02-06-2024,23-05-2024,-10,755.44,EUR,Yes,30-04-2024,Billing,19-05-2024,19
10024,Invoice,1001632,1001632,22-04-2024,21-06-2024,25-06-2024,4,4319.29,EUR,Yes,06-05-2024,Product Defect,21-06-2024,46
10024,Invoice,1001689,1001689,23-04-2024,22-06-2024,10-06-2024,-12,3675.71,EUR,No,,,,
10024,Invoice,1001703,1001703,24-04-2024,23-06-2024,15-06-2024,-8,8623.41,EUR,No,,,,
10024,Invoice,1001616,1001616,26-04-2024,25-06-2024,15-06-2024,-10,9990.21,EUR,No,,,,
10024,Invoice,1001663,1001663,10-05-2024,09-07-2024,29-06-2024,-10,1807.92,EUR,No,,,,
10024,Invoice,1001690,1001690,13-05-2024,12-07-2024,06-07-2024,-6,7990.8,EUR,No,,,,
10024,Invoice,1001665,1001665,29-05-2024,28-07-2024,17-07-2024,-11,9605.32,EUR,No,,,,
10024,Invoice,1001673,1001673,13-06-2024,12-08-2024,10-08-2024,-2,3538.0,EUR,No,,,,
10024,Invoice,1001675,1001675,16-06-2024,15-08-2024,10-08-2024,-5,1553.0,EUR,No,,,,
10024,Credit Note,1006472,1001678,17-06-2024,17-06-2024,17-06-2024,0,-9877.61,EUR,No,,,,
10024,Invoice,1001620,1001620,23-06-2024,22-08-2024,19-08-2024,-3,5594.4,EUR,No,,,,
10024,Invoice,1001628,1001628,28-06-2024,27-08-2024,27-08-2024,0,1291.62,EUR,No,,,,
10024,Invoice,1001676,1001676,09-07-2024,07-09-2024,01-09-2024,-6,4524.75,EUR,No,,,,
10024,Invoice,1001706,1001706,15-07-2024,13-09-2024,01-09-2024,-12,1410.67,EUR,No,,,,
10024,Invoice,1001627,1001627,20-07-2024,18-09-2024,19-10-2024,31,2942.01,EUR,No,,,,
10024,Invoice,1001660,1001660,20-07-2024,18-09-2024,15-09-2024,-3,2245.79,EUR,No,,,,
10024,Invoice,1001631,1001631,26-07-2024,24-09-2024,22-10-2024,28,1202.15,EUR,Yes,09-08-2024,Billing,17-10-2024,69
10024,Invoice,1001638,1001638,22-08-2024,21-10-2024,12-10-2024,-9,7426.93,EUR,No,,,,
10024,Invoice,1001696,1001696,15-09-2024,14-11-2024,05-11-2024,-9,3987.62,EUR,No,,,,
10024,Invoice,1001618,1001618,21-09-2024,20-11-2024,17-12-2024,27,507.64,EUR,No,,,,
10024,Invoice,1001619,1001619,25-09-2024,24-11-2024,28-01-2025,65,2752.47,EUR,Yes,19-11-2024,Delivery,23-01-2025,65
10024,Invoice,1001695,1001695,26-09-2024,25-11-2024,28-11-2024,3,1967.44,EUR,No,,,,
10024,Invoice,1001700,1001700,30-09-2024,29-11-2024,28-01-2025,60,1715.01,EUR,No,,,,
10024,Invoice,1001697,1001697,04-10-2024,03-12-2024,24-11-2024,-9,6997.42,EUR,No,,,,
10024,Invoice,1001692,1001692,06-10-2024,05-12-2024,23-11-2024,-12,5520.57,EUR,No,,,,
10024,Invoice,1001677,1001677,12-10-2024,11-12-2024,04-12-2024,-7,3500.23,EUR,No,,,,
10024,Credit Note,1006468,1001631,17-10-2024,17-10-2024,17-10-2024,0,-1202.15,EUR,No,,,,
10024,Invoice,1001634,1001634,22-10-2024,21-12-2024,01-02-2025,42,6765.55,EUR,Yes,07-12-2024,Billing,28-01-2025,52
10024,Invoice,1001691,1001691,22-10-2024,21-12-2024,05-01-2025,15,4796.54,EUR,Yes,23-11-2024,Delivery,02-01-2025,40
10024,Invoice,1001658,1001658,29-10-2024,28-12-2024,13-12-2024,-15,7835.0,EUR,No,,,,
10024,Invoice,1001704,1001704,10-11-2024,09-01-2025,19-01-2025,10,9801.59,EUR,Yes,04-01-2025,Billing,17-01-2025,13
10024,Invoice,1001645,1001645,25-11-2024,24-01-2025,24-02-2025,31,9934.63,EUR,Yes,22-12-2024,Product Defect,21-02-2025,61
10024,Invoice,1001623,1001623,05-12-2024,03-02-2025,30-01-2025,-4,9415.97,EUR,No,,,,
10024,Invoice,1001674,1001674,22-12-2024,20-02-2025,10-02-2025,-10,2461.86,EUR,No,,,,
10024,Credit Note,1006467,1001619,23-01-2025,23-01-2025,23-01-2025,0,-2752.47,EUR,No,,,,
10024,Credit Note,1006469,1001634,28-01-2025,28-01-2025,28-01-2025,0,-6765.55,EUR,No,,,,
10024,Credit Note,1006470,1001645,21-02-2025,21-02-2025,21-02-2025,0,-9934.63,EUR,No,,,,
10025,Invoice,1001724,1001724,07-01-2023,08-03-2023,05-03-2023,-3,1183.44,EUR,No,,,,
10025,Invoice,1001710,1001710,11-03-2023,10-05-2023,03-05-2023,-7,2094.9,EUR,No,,,,
10025,Invoice,1001741,1001741,03-04-2023,02-06-2023,02-06-2023,0,2717.04,EUR,No,,,,
10025,Invoice,1001758,1001758,15-04-2023,14-06-2023,05-07-2023,21,466.81,EUR,No,,,,
10025,Invoice,1001752,1001752,05-05-2023,04-07-2023,27-06-2023,-7,7098.52,EUR,No,,,,
10025,Invoice,1001742,1001742,26-05-2023,25-07-2023,13-07-2023,-12,5655.88,EUR,No,,,,
10025,Invoice,1001736,1001736,01-06-2023,31-07-2023,23-07-2023,-8,3022.65,EUR,No,,,,
10025,Invoice,1001716,1001716,14-06-2023,13-08-2023,30-07-2023,-14,4410.24,EUR,No,,,,
10025,Invoice,1001738,1001738,01-07-2023,30-08-2023,25-08-2023,-5,7625.49,EUR,No,,,,
10025,Invoice,1001714,1001714,13-07-2023,11-09-2023,29-08-2023,-13,2512.48,EUR,No,,,,
10025,Invoice,1001719,1001719,18-07-2023,16-09-2023,05-09-2023,-11,5667.24,EUR,No,,,,
10025,Invoice,1001737,1001737,05-08-2023,04-10-2023,17-11-2023,44,5176.78,EUR,Yes,12-09-2023,Pricing,14-11-2023,63
10025,Invoice,1001753,1001753,17-08-2023,16-10-2023,03-10-2023,-13,4221.34,EUR,No,,,,
10025,Invoice,1001755,1001755,25-08-2023,24-10-2023,17-10-2023,-7,7612.54,EUR,No,,,,
10025,Invoice,1001707,1001707,04-09-2023,03-11-2023,30-10-2023,-4,4993.88,EUR,No,,,,
10025,Invoice,1001732,1001732,07-09-2023,06-11-2023,04-11-2023,-2,1670.08,EUR,No,,,,
10025,Invoice,1001711,1001711,10-09-2023,09-11-2023,08-11-2023,-1,2401.01,EUR,No,,,,
10025,Invoice,1001733,1001733,14-09-2023,13-11-2023,06-11-2023,-7,8062.51,EUR,No,,,,
10025,Invoice,1001743,1001743,28-09-2023,27-11-2023,27-11-2023,0,2279.22,EUR,No,,,,
10025,Invoice,1001746,1001746,30-09-2023,29-11-2023,20-11-2023,-9,2849.4,EUR,No,,,,
10025,Invoice,1001734,1001734,06-10-2023,05-12-2023,30-11-2023,-5,3690.73,EUR,No,,,,
10025,Invoice,1001751,1001751,14-10-2023,13-12-2023,06-12-2023,-7,542.88,EUR,No,,,,
10025,Credit Note,1006475,1001737,14-11-2023,14-11-2023,14-11-2023,0,-5176.78,EUR,No,,,,
10025,Invoice,1001726,1001726,16-11-2023,15-01-2024,03-01-2024,-12,5070.47,EUR,No,,,,
10025,Invoice,1001723,1001723,07-12-2023,05-02-2024,26-01-2024,-10,6960.87,EUR,No,,,,
10025,Invoice,1001718,1001718,18-12-2023,16-02-2024,15-02-2024,-1,3358.05,EUR,No,,,,
10025,Invoice,1001725,1001725,30-12-2023,28-02-2024,27-02-2024,-1,5002.7,EUR,Yes,09-02-2024,Pricing,22-02-2024,13
10025,Invoice,1001713,1001713,04-01-2024,04-03-2024,22-02-2024,-11,2627.27,EUR,No,,,,
10025,Invoice,1001729,1001729,13-03-2024,12-05-2024,30-04-2024,-12,520.07,EUR,No,,,,
10025,Invoice,1001749,1001749,06-04-2024,05-06-2024,04-06-2024,-1,9391.77,EUR,No,,,,
10025,Invoice,1001712,1001712,23-04-2024,22-06-2024,13-06-2024,-9,8826.76,EUR,No,,,,
10025,Invoice,1001756,1001756,23-04-2024,22-06-2024,16-06-2024,-6,1575.06,EUR,No,,,,
10025,Invoice,1001750,1001750,01-05-2024,30-06-2024,10-09-2024,72,9354.06,EUR,Yes,13-06-2024,Billing,09-09-2024,88
10025,Invoice,1001709,1001709,14-05-2024,13-07-2024,07-08-2024,25,8526.14,EUR,Yes,03-07-2024,Delivery,02-08-2024,30
10025,Invoice,1001727,1001727,22-05-2024,21-07-2024,20-07-2024,-1,8002.3,EUR,No,,,,
10025,Invoice,1001730,1001730,26-05-2024,25-07-2024,15-07-2024,-10,9596.36,EUR,No,,,,
10025,Invoice,1001745,1001745,07-06-2024,06-08-2024,29-07-2024,-8,2718.36,EUR,No,,,,
10025,Invoice,1001720,1001720,15-06-2024,14-08-2024,31-07-2024,-14,2628.65,EUR,No,,,,
10025,Invoice,1001739,1001739,04-07-2024,02-09-2024,27-09-2024,25,6581.49,EUR,Yes,30-07-2024,Pricing,22-09-2024,54
10025,Invoice,1001708,1001708,29-07-2024,27-09-2024,14-09-2024,-13,663.91,EUR,No,,,,
10025,Credit Note,1006474,1001709,02-08-2024,02-08-2024,02-08-2024,0,-8526.14,EUR,No,,,,
10025,Invoice,1001744,1001744,04-08-2024,03-10-2024,05-09-2024,-28,3544.68,EUR,Yes,15-08-2024,Product Defect,03-09-2024,19
10025,Invoice,1001747,1001747,23-08-2024,22-10-2024,20-10-2024,-2,1666.34,EUR,No,,,,
10025,Credit Note,1006477,1001744,03-09-2024,03-09-2024,03-09-2024,0,-3544.68,EUR,No,,,,
10025,Invoice,1001717,1001717,09-09-2024,08-11-2024,01-11-2024,-7,4143.5,EUR,No,,,,
10025,Credit Note,1006478,1001750,09-09-2024,09-09-2024,09-09-2024,0,-9354.06,EUR,No,,,,
10025,Invoice,1001757,1001757,21-09-2024,20-11-2024,19-11-2024,-1,3461.44,EUR,No,,,,
10025,Credit Note,1006476,1001739,22-09-2024,22-09-2024,22-09-2024,0,-6581.49,EUR,No,,,,
10025,Invoice,1001721,1001721,03-10-2024,02-12-2024,22-11-2024,-10,3627.49,EUR,No,,,,
10025,Invoice,1001722,1001722,16-10-2024,15-12-2024,03-12-2024,-12,2161.27,EUR,No,,,,
10025,Invoice,1001740,1001740,19-10-2024,18-12-2024,17-12-2024,-1,2167.32,EUR,No,,,,
10025,Invoice,1001754,1001754,28-10-2024,27-12-2024,28-01-2025,32,9369.09,EUR,No,,,,
10025,Invoice,1001735,1001735,11-11-2024,10-01-2025,02-01-2025,-8,9724.78,EUR,No,,,,
10025,Invoice,1001748,1001748,12-11-2024,11-01-2025,27-12-2024,-15,211.72,EUR,No,,,,
10025,Invoice,1001731,1001731,23-12-2024,21-02-2025,07-02-2025,-14,2355.35,EUR,No,,,,
10025,Invoice,1001715,1001715,26-12-2024,24-02-2025,09-02-2025,-15,3750.6,EUR,No,,,,
10025,Invoice,1001728,1001728,27-12-2024,25-02-2025,17-02-2025,-8,2054.22,EUR,Yes,27-01-2025,Pricing,14-02-2025,18
10026,Invoice,1001785,1001785,07-02-2023,09-03-2023,26-02-2023,-11,7063.0,EUR,No,,,,
10026,Invoice,1001794,1001794,02-03-2023,01-04-2023,26-03-2023,-6,6983.49,EUR,No,,,,
10026,Invoice,1001766,1001766,24-03-2023,23-04-2023,18-04-2023,-5,7961.11,EUR,No,,,,
10026,Invoice,1001802,1001802,30-03-2023,29-04-2023,27-04-2023,-2,8521.62,EUR,No,,,,
10026,Invoice,1001767,1001767,18-04-2023,18-05-2023,16-05-2023,-2,5599.51,EUR,No,,,,
10026,Invoice,1001774,1001774,14-05-2023,13-06-2023,29-05-2023,-15,7331.21,EUR,No,,,,
10026,Invoice,1001761,1001761,31-05-2023,30-06-2023,19-06-2023,-11,1753.17,EUR,No,,,,
10026,Invoice,1001789,1001789,09-06-2023,09-07-2023,27-06-2023,-12,1165.42,EUR,No,,,,
10026,Invoice,1001775,1001775,21-06-2023,21-07-2023,16-07-2023,-5,6608.68,EUR,No,,,,
10026,Invoice,1001801,1001801,11-07-2023,10-08-2023,31-07-2023,-10,463.21,EUR,No,,,,
10026,Invoice,1001765,1001765,12-07-2023,11-08-2023,02-10-2023,52,2326.0,EUR,Yes,28-07-2023,Billing,27-09-2023,61
10026,Invoice,1001773,1001773,12-07-2023,11-08-2023,28-07-2023,-14,2644.07,EUR,No,,,,
10026,Invoice,1001792,1001792,19-07-2023,18-08-2023,21-10-2023,64,8615.69,EUR,Yes,29-07-2023,Delivery,16-10-2023,79
10026,Invoice,1001780,1001780,31-07-2023,30-08-2023,17-08-2023,-13,9518.83,EUR,No,,,,
10026,Invoice,1001799,1001799,02-08-2023,01-09-2023,25-08-2023,-7,5068.74,EUR,Yes,16-08-2023,Pricing,22-08-2023,6
10026,Invoice,1001769,1001769,11-08-2023,10-09-2023,10-09-2023,0,5591.38,EUR,No,,,,
10026,Invoice,1001779,1001779,11-08-2023,10-09-2023,01-09-2023,-9,8467.34,EUR,No,,,,
10026,Invoice,1001803,1001803,11-08-2023,10-09-2023,28-08-2023,-13,2664.79,EUR,No,,,,
10026,Invoice,1001768,1001768,01-09-2023,01-10-2023,18-09-2023,-13,2374.19,EUR,No,,,,
10026,Invoice,1001796,1001796,06-10-2023,05-11-2023,05-11-2023,0,6899.14,EUR,No,,,,
10026,Invoice,1001771,1001771,08-11-2023,08-12-2023,28-02-2024,82,5295.63,EUR,Yes,27-11-2023,Product Defect,26-02-2024,91
10026,Invoice,1001791,1001791,30-11-2023,30-12-2023,19-12-2023,-11,7534.85,EUR,No,,,,
10026,Invoice,1001777,1001777,12-12-2023,11-01-2024,01-01-2024,-10,6280.2,EUR,No,,,,
10026,Invoice,1001759,1001759,22-12-2023,21-01-2024,08-01-2024,-13,8487.97,EUR,No,,,,
10026,Invoice,1001786,1001786,24-01-2024,23-02-2024,13-02-2024,-10,7638.73,EUR,No,,,,
10026,Invoice,1001776,1001776,29-02-2024,30-03-2024,29-03-2024,-1,2599.65,EUR,No,,,,
10026,Invoice,1001788,1001788,18-04-2024,18-05-2024,13-05-2024,-5,1530.76,EUR,No,,,,
10026,Invoice,1001781,1001781,22-04-2024,22-05-2024,22-06-2024,31,2940.01,EUR,Yes,30-04-2024,Product Defect,20-06-2024,51
10026,Invoice,1001762,1001762,13-05-2024,12-06-2024,01-06-2024,-11,4549.28,EUR,No,,,,
10026,Credit Note,1006479,1001781,20-06-2024,20-06-2024,20-06-2024,0,-2940.01,EUR,No,,,,
10026,Invoice,1001772,1001772,29-06-2024,29-07-2024,20-07-2024,-9,1552.14,EUR,No,,,,
10026,Invoice,1001790,1001790,04-07-2024,03-08-2024,29-08-2024,26,2388.42,EUR,No,,,,
10026,Invoice,1001782,1001782,12-07-2024,11-08-2024,03-08-2024,-8,9876.78,EUR,No,,,,
10026,Invoice,1001787,1001787,23-07-2024,22-08-2024,11-08-2024,-11,7930.17,EUR,No,,,,
10026,Invoice,1001798,1001798,25-07-2024,24-08-2024,15-08-2024,-9,5542.29,EUR,No,,,,
10026,Invoice,1001760,1001760,14-08-2024,13-09-2024,13-09-2024,0,1963.88,EUR,No,,,,
10026,Invoice,1001770,1001770,24-08-2024,23-09-2024,11-09-2024,-12,9635.74,EUR,No,,,,
10026,Invoice,1001784,1001784,07-09-2024,07-10-2024,04-10-2024,-3,6985.07,EUR,No,,,,
10026,Invoice,1001764,1001764,01-10-2024,31-10-2024,24-10-2024,-7,4048.52,EUR,No,,,,
10026,Invoice,1001793,1001793,05-10-2024,04-11-2024,30-10-2024,-5,8786.77,EUR,No,,,,
10026,Invoice,1001778,1001778,12-10-2024,11-11-2024,09-12-2024,28,3400.6,EUR,Yes,27-10-2024,Billing,06-12-2024,40
10026,Invoice,1001783,1001783,12-10-2024,11-11-2024,06-11-2024,-5,8657.07,EUR,No,,,,
10026,Invoice,1001797,1001797,15-10-2024,14-11-2024,03-11-2024,-11,9287.73,EUR,No,,,,
10026,Invoice,1001795,1001795,19-10-2024,18-11-2024,03-11-2024,-15,9222.78,EUR,No,,,,
10026,Invoice,1001800,1001800,24-11-2024,24-12-2024,08-01-2025,15,6219.87,EUR,No,,,,
10026,Invoice,1001763,1001763,16-12-2024,15-01-2025,02-01-2025,-13,6040.07,EUR,No,,,,
10027,Invoice,1001817,1001817,02-01-2023,01-02-2023,25-01-2023,-7,3877.98,EUR,No,,,,
10027,Invoice,1001808,1001808,21-01-2023,20-02-2023,17-02-2023,-3,1338.17,EUR,No,,,,
10027,Invoice,1001839,1001839,11-02-2023,13-03-2023,09-03-2023,-4,637.66,EUR,No,,,,
10027,Invoice,1001809,1001809,12-02-2023,14-03-2023,08-03-2023,-6,8072.85,EUR,No,,,,
10027,Invoice,1001831,1001831,25-02-2023,27-03-2023,15-03-2023,-12,4480.27,EUR,No,,,,
10027,Invoice,1001846,1001846,01-03-2023,31-03-2023,20-03-2023,-11,8140.54,EUR,No,,,,
10027,Invoice,1001857,1001857,01-03-2023,31-03-2023,19-04-2023,19,7344.84,EUR,Yes,06-03-2023,Billing,18-04-2023,43
10027,Invoice,1001870,1001870,04-03-2023,03-04-2023,20-03-2023,-14,1858.1,EUR,No,,,,
10027,Invoice,1001827,1001827,30-03-2023,29-04-2023,16-04-2023,-13,7735.67,EUR,No,,,,
10027,Invoice,1001834,1001834,01-04-2023,01-05-2023,06-06-2023,36,2151.39,EUR,Yes,26-04-2023,Delivery,05-06-2023,40
10027,Invoice,1001806,1001806,04-04-2023,04-05-2023,29-04-2023,-5,5535.91,EUR,No,,,,
10027,Invoice,1001825,1001825,07-04-2023,07-05-2023,27-04-2023,-10,3418.74,EUR,No,,,,
10027,Invoice,1001823,1001823,09-04-2023,09-05-2023,05-05-2023,-4,8480.68,EUR,No,,,,
10027,Invoice,1001849,1001849,17-04-2023,17-05-2023,03-05-2023,-14,9116.95,EUR,No,,,,
10027,Invoice,1001863,1001863,18-04-2023,18-05-2023,04-05-2023,-14,830.31,EUR,No,,,,
